action_delta_mean_mean,action_delta_mean_std,algo,disturbance,ee_acc_p2p_mean,ee_acc_p2p_std,ee_acc_peak_mean,ee_acc_peak_std,ee_acc_rms_mean,ee_acc_rms_std,ee_jerk_rms_mean,ee_jerk_rms_std,episode_mean,episode_std,final_error_m_mean,final_error_m_std,hold_5mm_mean,hold_5mm_std,hold_action_delta_mean_mean,hold_action_delta_mean_std,hold_ee_acc_p2p_mean,hold_ee_acc_p2p_std,hold_ee_acc_rms_mean,hold_ee_acc_rms_std,hold_ee_jerk_rms_mean,hold_ee_jerk_rms_std,hold_joint_acc_rms_mean,hold_joint_acc_rms_std,hold_vibration_index_mean,hold_vibration_index_std,joint_acc_rms_mean,joint_acc_rms_std,mean_error_m_mean,mean_error_m_std,min_error_m_mean,min_error_m_std,neighborhood_error_std_m_mean,neighborhood_error_std_m_std,qualified_action_delta_mean_mean,qualified_action_delta_mean_std,qualified_ee_acc_p2p_mean,qualified_ee_acc_p2p_std,qualified_ee_acc_rms_mean,qualified_ee_acc_rms_std,qualified_ee_jerk_rms_mean,qualified_ee_jerk_rms_std,qualified_joint_acc_rms_mean,qualified_joint_acc_rms_std,qualified_vibration_index_mean,qualified_vibration_index_std,reward_sum_mean,reward_sum_std,success_10mm_mean,success_10mm_std,success_20mm_mean,success_20mm_std,success_30mm_mean,success_30mm_std,success_50mm_mean,success_50mm_std,success_5mm_mean,success_5mm_std,task,vibration_index_mean,vibration_index_std
0.013349280914839728,1.734723475976807e-18,DDPG,medium,2.980256827545566,4.440892098500626e-16,1.794108535828731,2.220446049250313e-16,0.21202835256925842,2.7755575615628914e-17,3.5367946930631318,4.440892098500626e-16,4.5,2.8722813232690143,0.23554478607902954,2.7755575615628914e-17,0.0,0.0,0.0006954491540753397,1.0842021724855044e-19,0.003559740074323368,0.0,0.0032880539261640044,4.336808689942018e-19,0.014428228282527312,1.734723475976807e-18,0.046401124087108794,0.0,0.0008855066980707668,0.0,7.830682204985619,8.881784197001252e-16,0.1474749762056325,2.7755575615628914e-17,0.056182625837876275,0.0,0.0029692059423793685,0.0,23.055174057057034,0.0,23.05803834797728,0.0,23.057766661829124,3.552713678800501e-15,23.068906836185484,0.0,23.100879731990066,0.0,23.055364114601026,3.552713678800501e-15,-27.04192068980915,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,0.12241449739793901,0.0
0.013349280914839728,1.734723475976807e-18,TD3,medium,2.980256827545566,4.440892098500626e-16,1.794108535828731,2.220446049250313e-16,0.21202835256925842,2.7755575615628914e-17,3.5367946930631318,4.440892098500626e-16,4.5,2.8722813232690143,0.23554478607902954,2.7755575615628914e-17,0.0,0.0,0.0006954491540753397,1.0842021724855044e-19,0.003559740074323368,0.0,0.0032880539261640044,4.336808689942018e-19,0.014428228282527312,1.734723475976807e-18,0.046401124087108794,0.0,0.0008855066980707668,0.0,7.830682204985619,8.881784197001252e-16,0.1474749762056325,2.7755575615628914e-17,0.056182625837876275,0.0,0.0029692059423793685,0.0,23.055174057057034,0.0,23.05803834797728,0.0,23.057766661829124,3.552713678800501e-15,23.068906836185484,0.0,23.100879731990066,0.0,23.055364114601026,3.552713678800501e-15,-27.04192068980915,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,0.12241449739793901,0.0
0.0029570370828039616,0.0,SAC,medium,3.345874688696432,0.0,1.7036447056071569,2.220446049250313e-16,0.22876205653159248,2.7755575615628914e-17,3.8296304860927366,8.881784197001252e-16,4.5,2.8722813232690143,0.18948239406136813,0.0,0.0,0.0,0.0003812924631562041,5.421010862427522e-20,0.001779042200174405,4.336808689942018e-19,0.0011671287567853108,2.168404344971009e-19,0.005644488135499917,8.673617379884035e-19,0.029184854805813686,0.0,0.00037043633373703126,5.421010862427522e-20,2.197601734460641,0.0,0.12563673215148521,2.7755575615628914e-17,0.056182625837876275,0.0,0.0015500648158304482,0.0,18.44862069859997,0.0,18.450018448336984,3.552713678800501e-15,18.449406534893598,0.0,18.453883894272312,0.0,18.477424260942627,0.0,18.44860984247055,0.0,-22.703346146123405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,0.1320755998415053,0.0
0.0029570370828039616,0.0,TQC,medium,3.345874688696432,0.0,1.7036447056071569,2.220446049250313e-16,0.22876205653159248,2.7755575615628914e-17,3.8296304860927366,8.881784197001252e-16,4.5,2.8722813232690143,0.18948239406136813,0.0,0.0,0.0,0.0003812924631562041,5.421010862427522e-20,0.001779042200174405,4.336808689942018e-19,0.0011671287567853108,2.168404344971009e-19,0.005644488135499917,8.673617379884035e-19,0.029184854805813686,0.0,0.00037043633373703126,5.421010862427522e-20,2.197601734460641,0.0,0.12563673215148521,2.7755575615628914e-17,0.056182625837876275,0.0,0.0015500648158304482,0.0,18.44862069859997,0.0,18.450018448336984,3.552713678800501e-15,18.449406534893598,0.0,18.453883894272312,0.0,18.477424260942627,0.0,18.44860984247055,0.0,-22.703346146123405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,0.1320755998415053,0.0
0.013349280914839728,1.734723475976807e-18,TD3_HER,medium,2.980256827545566,4.440892098500626e-16,1.794108535828731,2.220446049250313e-16,0.21202835256925842,2.7755575615628914e-17,3.5367946930631318,4.440892098500626e-16,4.5,2.8722813232690143,0.23554478607902954,2.7755575615628914e-17,0.0,0.0,0.0006954491540753397,1.0842021724855044e-19,0.003559740074323368,0.0,0.0032880539261640044,4.336808689942018e-19,0.014428228282527312,1.734723475976807e-18,0.046401124087108794,0.0,0.0008855066980707668,0.0,7.830682204985619,8.881784197001252e-16,0.1474749762056325,2.7755575615628914e-17,0.056182625837876275,0.0,0.0029692059423793685,0.0,23.055174057057034,0.0,23.05803834797728,0.0,23.057766661829124,3.552713678800501e-15,23.068906836185484,0.0,23.100879731990066,0.0,23.055364114601026,3.552713678800501e-15,-27.04192068980915,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,0.12241449739793901,0.0
0.003257870044474501,6.79065206458038e-06,TD3_HER_CURRICULUM,medium,0.1146575008937315,0.0012341409363481116,0.09295564616684462,1.3877787807814457e-17,0.02113461899560171,0.0002854595740791465,0.40105625689250884,0.0057741184246301305,4.5,2.8722813232690143,0.00025306355952476174,7.275753483890478e-07,1.0,0.0,0.001844440349144477,3.0299995849268668e-05,0.06225196491943961,0.0056897161311567175,0.024830661324922412,0.002019923676917096,0.4305951870064346,0.03927923539704896,0.0761497070127992,0.006351574384387554,0.013816155459950125,0.0011354654199423457,0.04906835634465084,0.000850905578389817,0.0046942473236286815,4.385233745061389e-08,0.00017609486069248585,1.2968801480281363e-07,7.5593993893010205e-06,1.615568483232662e-07,0.001844440349144477,3.0299995849268668e-05,0.06225196491943961,0.0056897161311567175,0.024830661324922412,0.002019923676917096,0.4305951870064346,0.03927923539704896,0.0761497070127992,0.006351574384387554,0.013816155459950125,0.0011354654199423457,146.20620400857848,9.771411668130759e-06,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,fixed,0.012198427897139786,0.00016472502804715805
0.013976027060203889,0.00678032596769364,DDPG,medium,3.331172262069824,0.8735123184451695,1.8895772900141328,0.4748399500389997,0.2212389272301341,0.03827332865676006,3.732656961816473,0.6810191088196014,4.5,2.8722813232690143,0.26779702950576934,0.06653507235483049,0.0,0.0,0.0005800182940748834,7.119042315250204e-05,0.002128680554229131,0.0014918638526256705,0.00162907922131325,0.0014706551088021754,0.009444144594896339,0.005399474147405467,0.038289223281204196,0.06323846619275161,0.000500248087046337,0.000363838752965144,7.02181281954555,1.481593334316294,0.19752349747722237,0.05899043052214859,0.14340461531783374,0.054858325454338434,0.00283697508575501,0.000347848187717614,26.280282968871,6.653469222998541,26.281831631131155,6.653025841462458,26.28133202979824,6.653176035789843,26.289147095171824,6.65191006155093,26.31799217385813,6.665181603023023,26.280203198663976,6.653402728844993,-35.93464230828634,10.636748063272101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,random,0.12773220721689854,0.022097146091413188
0.013976027060203889,0.00678032596769364,TD3,medium,3.331172262069824,0.8735123184451695,1.8895772900141328,0.4748399500389997,0.2212389272301341,0.03827332865676006,3.732656961816473,0.6810191088196014,4.5,2.8722813232690143,0.26779702950576934,0.06653507235483049,0.0,0.0,0.0005800182940748834,7.119042315250204e-05,0.002128680554229131,0.0014918638526256705,0.00162907922131325,0.0014706551088021754,0.009444144594896339,0.005399474147405467,0.038289223281204196,0.06323846619275161,0.000500248087046337,0.000363838752965144,7.02181281954555,1.481593334316294,0.19752349747722237,0.05899043052214859,0.14340461531783374,0.054858325454338434,0.00283697508575501,0.000347848187717614,26.280282968871,6.653469222998541,26.281831631131155,6.653025841462458,26.28133202979824,6.653176035789843,26.289147095171824,6.65191006155093,26.31799217385813,6.665181603023023,26.280203198663976,6.653402728844993,-35.93464230828634,10.636748063272101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,random,0.12773220721689854,0.022097146091413188
0.00884194672735242,0.003908639493423758,SAC,medium,3.767666609898619,0.3865949881631439,1.909496992910294,0.1874268869813302,0.25703864217090977,0.023021479448116913,4.361430382307929,0.38734895565975097,4.5,2.8722813232690143,0.21793056074738462,0.068088546844521,0.0,0.0,0.00498922484531838,0.005694172799194553,0.029823891132314494,0.04691871481781908,0.016535834839768913,0.026110939943618138,0.13454006822862943,0.20227006292092348,2.702451712708682,4.480090094555652,0.007164887011532733,0.011762865228187053,4.37999848613217,1.5662914219795132,0.18580578920305407,0.05243829538042005,0.14108008852202947,0.053007201920273306,0.0011032289902331033,0.00031586758689668235,21.298045299583784,6.808456646032895,21.322879965870776,6.803150352717199,21.30959190957823,6.805099811162202,21.42759614296709,6.7866392668193845,23.995507787447146,7.7938794066757255,21.300220961749993,6.807113065912093,-33.645323096224324,9.446798565663881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,random,0.14839990844960427,0.013290952422403335
0.00884194672735242,0.003908639493423758,TQC,medium,3.767666609898619,0.3865949881631439,1.909496992910294,0.1874268869813302,0.25703864217090977,0.023021479448116913,4.361430382307929,0.38734895565975097,4.5,2.8722813232690143,0.21793056074738462,0.068088546844521,0.0,0.0,0.00498922484531838,0.005694172799194553,0.029823891132314494,0.04691871481781908,0.016535834839768913,0.026110939943618138,0.13454006822862943,0.20227006292092348,2.702451712708682,4.480090094555652,0.007164887011532733,0.011762865228187053,4.37999848613217,1.5662914219795132,0.18580578920305407,0.05243829538042005,0.14108008852202947,0.053007201920273306,0.0011032289902331033,0.00031586758689668235,21.298045299583784,6.808456646032895,21.322879965870776,6.803150352717199,21.30959190957823,6.805099811162202,21.42759614296709,6.7866392668193845,23.995507787447146,7.7938794066757255,21.300220961749993,6.807113065912093,-33.645323096224324,9.446798565663881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,random,0.14839990844960427,0.013290952422403335
